customer_id,first_name,last_name,gender,date_of_birth,city,state,customer_since,risk_rating
1630,Tunde,Abubakar,Male,2013-07-20,Lagos,Oyo,2015-04-28,Low
1631,Fatima,Mohammed,Male,1993-12-15,Ilorin,FCT,2022-03-18,Medium
1632,Adebayo,Abubakar,Male,2008-06-21,Enugu,FCT,2011-10-24,Medium
1633,Yusuf,Okeke,Male,1983-04-24,Enugu,Enugu,2024-11-20,Low
1634,Ibrahim,Okafor,Male,1988-07-25,Ilorin,Kwara,2022-09-08,Low
1635,Sola,Sadiq,Male,2005-06-07,Onitsha,FCT,2022-01-27,Medium
1636,Ngozi,Abubakar,Male,1992-08-14,Abuja,Anambra,2013-11-23,Low
1637,Sola,Okeke,Male,2001-01-10,Onitsha,Kwara,2013-05-30,Medium
1638,Ngozi,Sadiq,Male,1974-12-02,Abuja,FCT,2011-08-03,Low
1639,Fatima,Mohammed,Male,1993-11-15,Lagos,Lagos,2010-09-19,Low
1640,Ngozi,Okafor,Male,2007-10-30,Onitsha,FCT,2011-05-11,Low
1641,Blessing,Okeke,Female,1984-09-28,Enugu,Enugu,2021-07-27,Low
1642,Yusuf,Mohammed,Male,1976-02-14,Ilorin,Anambra,2024-06-14,Low
1643,Yusuf,Olawale,Female,1990-09-28,Ilorin,FCT,2023-05-20,High
1644,Blessing,Mohammed,Male,2002-04-16,Benin,Edo,2015-11-07,Medium
1645,Zainab,Adeyemi,Female,1976-05-19,Abuja,Oyo,2023-11-12,High
1646,Fatima,Okafor,Male,1984-05-14,Onitsha,Enugu,2024-12-04,Low
1647,Zainab,Mohammed,Female,2011-11-03,Awka,Edo,2011-09-22,Low
1648,Zainab,Mohammed,Male,2010-05-07,Awka,Edo,2011-05-21,Low
1649,Sola,Bello,Female,1985-01-21,Enugu,Oyo,2010-07-26,Low
1650,Tunde,Bello,Male,1998-12-14,Abuja,Kwara,2019-05-25,Low
1651,Sola,Mohammed,Female,1974-04-07,Enugu,Oyo,2018-07-28,Medium
1652,Tunde,Mohammed,Male,1996-05-19,Ibadan,Anambra,2015-01-29,Low
1653,Ibrahim,Okafor,Female,2007-01-11,Ilorin,Lagos,2024-09-09,Low
1654,Ngozi,Bello,Female,2002-04-17,Onitsha,Lagos,2024-05-31,Low
1655,Tunde,Abubakar,Female,1997-11-02,Onitsha,Kwara,2014-07-19,Low
1656,Blessing,Okafor,Female,2009-01-08,Enugu,Kwara,2017-01-25,Medium
1657,Sola,Olawale,Female,1983-03-23,Lagos,Oyo,2023-08-20,Medium
1658,Fatima,Okafor,Female,2008-05-21,Onitsha,Edo,2023-10-26,Low
1659,Ngozi,Okeke,Female,2005-05-21,Awka,Anambra,2010-10-12,Medium
1660,Ibrahim,Okeke,Female,1981-06-08,Enugu,Oyo,2011-12-20,Low
1661,Tunde,Sadiq,Male,2012-07-17,Ibadan,Anambra,2020-12-02,Low
1662,Ibrahim,Bello,Male,1976-11-07,Ilorin,Anambra,2011-05-17,Low
1663,Fatima,Mohammed,Male,2014-05-27,Benin,Lagos,2010-09-15,Medium
1664,Zainab,Adeyemi,Female,1991-10-26,Onitsha,Edo,2023-06-07,Low
1665,Yusuf,Bello,Female,2008-08-13,Benin,Anambra,2017-02-10,Low
1666,Fatima,Abubakar,Male,1974-07-31,Ibadan,FCT,2015-04-07,Low
1667,Chinedu,Okafor,Male,2013-03-14,Benin,Anambra,2013-05-24,Low
1668,Fatima,Adeyemi,Female,2005-08-12,Enugu,Lagos,2019-01-08,Medium
1669,Ibrahim,Adeyemi,Female,2011-02-23,Ilorin,Enugu,2018-04-02,High
1670,Blessing,Mohammed,Male,1998-03-27,Ilorin,Oyo,2024-04-21,Medium
1671,Sola,Mohammed,Female,2000-03-19,Abuja,Anambra,2022-08-23,High
1672,Blessing,Bello,Male,1989-08-18,Abuja,FCT,2023-11-13,Medium
1673,Ibrahim,Adeyemi,Female,1978-04-21,Benin,Kwara,2023-12-15,Low
1674,Sola,Adeyemi,Male,1980-05-07,Lagos,Oyo,2012-06-06,Low
1675,Chinedu,Okeke,Male,1974-10-19,Lagos,Kwara,2019-06-17,Low
1676,Yusuf,Olawale,Female,1981-09-03,Onitsha,FCT,2012-01-15,Low
1677,Ngozi,Mohammed,Male,1995-08-20,Benin,Lagos,2019-05-30,Low
1678,Ibrahim,Okafor,Female,1986-05-20,Ibadan,Enugu,2024-02-20,Medium
1679,Tunde,Bello,Female,2009-02-14,Abuja,Edo,2014-09-01,Low
1680,Ibrahim,Mohammed,Female,1995-05-20,Ilorin,Lagos,2010-07-30,Medium
1681,Ibrahim,Okeke,Female,1975-09-24,Abuja,Enugu,2021-02-16,Low
1682,Sola,Abubakar,Female,1977-06-16,Benin,Edo,2024-04-23,Low
1683,Adebayo,Mohammed,Male,2000-09-20,Ilorin,Oyo,2015-05-11,Low
1684,Fatima,Abubakar,Female,2001-01-03,Abuja,Anambra,2016-12-01,Low
1685,Adebayo,Sadiq,Female,2006-05-11,Ilorin,Anambra,2014-08-30,Low
1686,Chinedu,Adeyemi,Male,2007-08-28,Benin,Kwara,2021-07-16,Low
1687,Tunde,Adeyemi,Female,2000-11-22,Ibadan,Lagos,2011-05-01,Low
1688,Yusuf,Bello,Male,2010-05-09,Abuja,Anambra,2015-11-27,Low
1689,Zainab,Olawale,Female,1999-06-10,Awka,Enugu,2016-11-06,Medium
1690,Chinedu,Olawale,Male,1992-04-05,Awka,Edo,2019-01-24,Low
1691,Zainab,Bello,Female,2000-06-30,Ilorin,Anambra,2024-01-15,Medium
1692,Zainab,Bello,Female,2014-03-21,Ibadan,Lagos,2022-08-13,Low
1693,Yusuf,Okeke,Female,2007-10-08,Ilorin,Lagos,2012-12-02,Low
1694,Blessing,Abubakar,Female,1974-08-19,Ibadan,FCT,2021-07-29,High
1695,Adebayo,Bello,Female,1988-04-08,Benin,Edo,2014-12-21,Medium
1696,Ibrahim,Abubakar,Male,1991-09-15,Lagos,Kwara,2017-08-30,Medium
1697,Ngozi,Mohammed,Male,2011-03-14,Abuja,Edo,2019-12-09,Low
1698,Zainab,Mohammed,Female,2013-04-20,Ibadan,Lagos,2021-02-08,Low
1699,Tunde,Sadiq,Male,2014-12-10,Benin,Edo,2010-07-17,Medium
1700,Chinedu,Abubakar,Female,1974-09-06,Ilorin,FCT,2019-03-26,Low
1701,Blessing,Okeke,Female,2009-12-16,Onitsha,Edo,2021-10-25,High
1702,Zainab,Mohammed,Female,1986-12-22,Onitsha,Lagos,2023-08-04,Low
1703,Blessing,Adeyemi,Male,1993-09-23,Lagos,Oyo,2013-08-08,Low
1704,Blessing,Adeyemi,Female,1990-05-24,Onitsha,Enugu,2017-01-16,Low
1705,Zainab,Mohammed,Male,1975-10-22,Ilorin,Enugu,2023-04-25,Medium
1706,Sola,Mohammed,Female,2010-02-14,Awka,Oyo,2013-03-27,Low
1707,Fatima,Mohammed,Female,2007-08-05,Awka,Oyo,2019-02-24,High
1708,Tunde,Abubakar,Male,2005-09-19,Abuja,Lagos,2010-09-14,Low
1709,Ibrahim,Adeyemi,Female,2013-05-13,Enugu,Anambra,2017-07-11,Medium
1710,Ibrahim,Adeyemi,Male,1988-09-05,Abuja,Anambra,2017-01-06,Low
1711,Tunde,Okafor,Female,1983-12-16,Onitsha,Oyo,2014-07-26,Medium
1712,Sola,Mohammed,Female,2003-02-19,Lagos,Kwara,2017-04-02,Low
1713,Ibrahim,Sadiq,Female,1999-03-16,Onitsha,Enugu,2011-09-29,Medium
1714,Blessing,Mohammed,Male,2013-06-22,Awka,FCT,2017-09-23,Low
1715,Yusuf,Okeke,Female,1988-05-20,Benin,Oyo,2010-01-08,Low
1716,Chinedu,Okeke,Male,2001-01-16,Ibadan,Enugu,2014-04-29,Low
1717,Adebayo,Adeyemi,Female,1979-04-15,Awka,FCT,2010-05-15,Medium
1718,Ibrahim,Mohammed,Female,1985-10-31,Enugu,Edo,2020-06-28,Low
1719,Tunde,Olawale,Male,1979-09-16,Abuja,FCT,2023-06-27,Low
1720,Yusuf,Okeke,Female,2008-06-12,Ilorin,Oyo,2021-04-13,Low
1721,Zainab,Mohammed,Female,1989-03-17,Onitsha,Anambra,2016-11-17,Low
1722,Fatima,Sadiq,Male,2011-10-18,Lagos,Kwara,2022-03-28,Medium
1723,Tunde,Bello,Male,1998-05-07,Enugu,Enugu,2016-02-22,Low
1724,Blessing,Mohammed,Male,1989-02-04,Awka,Oyo,2015-12-10,Low
1725,Fatima,Sadiq,Female,1979-03-03,Ibadan,FCT,2023-04-30,Low
1726,Chinedu,Adeyemi,Male,1987-01-15,Enugu,Enugu,2022-09-29,Low
1727,Chinedu,Adeyemi,Male,1975-08-23,Benin,Lagos,2020-11-01,Low
1728,Sola,Okafor,Female,1993-11-19,Benin,Edo,2013-05-17,Low
1729,Ngozi,Abubakar,Male,2011-10-29,Ibadan,Lagos,2019-03-27,Low
1730,Sola,Okeke,Male,2003-01-26,Ibadan,Enugu,2012-08-11,Low
1731,Yusuf,Abubakar,Female,1986-04-26,Lagos,Enugu,2014-03-19,Medium
1732,Fatima,Mohammed,Male,1983-10-02,Benin,FCT,2012-06-26,Low
1733,Ngozi,Abubakar,Female,2007-05-27,Ibadan,Oyo,2014-08-08,High
1734,Zainab,Okeke,Male,2004-11-17,Ibadan,Anambra,2015-03-25,Low
1735,Blessing,Okeke,Male,2009-07-20,Benin,Oyo,2024-02-15,Medium
1736,Fatima,Mohammed,Female,1983-11-07,Awka,Kwara,2021-03-13,Low
1737,Sola,Adeyemi,Male,2008-01-09,Lagos,Enugu,2011-09-11,Low
1738,Adebayo,Okeke,Female,1992-07-21,Benin,Lagos,2017-08-20,Medium
1739,Ngozi,Olawale,Male,2003-06-06,Benin,FCT,2015-03-25,Medium
1740,Ngozi,Olawale,Male,2014-03-09,Ilorin,Anambra,2017-10-15,Low
1741,Blessing,Bello,Female,1992-10-31,Benin,Edo,2021-10-11,Low
1742,Ibrahim,Okeke,Female,1991-02-21,Ilorin,Oyo,2022-10-23,Low
1743,Chinedu,Okafor,Male,1985-11-25,Ibadan,Kwara,2011-11-28,High
1744,Chinedu,Bello,Male,1987-02-21,Enugu,Oyo,2019-04-28,Medium
1745,Adebayo,Adeyemi,Male,2011-11-17,Benin,Edo,2021-10-13,Low
1746,Yusuf,Okeke,Female,1979-11-20,Abuja,Kwara,2011-02-09,Medium
1747,Yusuf,Olawale,Female,1989-07-06,Lagos,Oyo,2016-09-01,Low
1748,Zainab,Okafor,Male,1994-04-06,Onitsha,Anambra,2014-02-19,Medium
1749,Fatima,Mohammed,Male,1992-11-04,Abuja,Anambra,2023-08-03,Low
1750,Tunde,Bello,Male,1983-04-05,Lagos,FCT,2016-05-07,Low
1751,Ibrahim,Okafor,Female,2006-05-26,Lagos,Anambra,2021-03-12,Low
1752,Sola,Okeke,Male,1981-02-22,Awka,Kwara,2016-10-20,High
1753,Tunde,Sadiq,Female,1977-06-30,Benin,FCT,2012-05-07,Medium
1754,Tunde,Okafor,Female,1987-07-17,Ibadan,Edo,2020-03-18,Medium
1755,Ngozi,Okafor,Male,2007-06-27,Awka,Anambra,2016-07-20,Low
1756,Adebayo,Adeyemi,Female,1993-01-14,Benin,Lagos,2021-02-20,Low
1757,Chinedu,Olawale,Female,1998-08-16,Enugu,Edo,2021-09-22,Low
1758,Zainab,Mohammed,Male,1991-06-09,Onitsha,Kwara,2010-01-20,Medium
1759,Yusuf,Okeke,Male,2008-01-20,Abuja,Edo,2024-12-10,High
1760,Adebayo,Okafor,Male,2001-04-15,Abuja,Edo,2016-08-17,Low
1761,Ngozi,Okeke,Male,1988-01-30,Ilorin,FCT,2018-04-15,Medium
1762,Sola,Olawale,Male,1993-12-12,Enugu,Kwara,2010-03-08,Medium
1763,Zainab,Adeyemi,Male,2007-09-01,Onitsha,FCT,2018-07-31,Low
1764,Ngozi,Okeke,Male,1994-07-05,Enugu,Kwara,2019-09-28,Low
1765,Chinedu,Abubakar,Female,1998-05-14,Benin,Lagos,2012-02-25,Low
1766,Chinedu,Olawale,Male,1981-10-28,Awka,Edo,2015-11-03,Medium
1767,Chinedu,Olawale,Male,1976-05-28,Benin,Anambra,2013-11-30,High
1768,Adebayo,Mohammed,Male,1997-04-04,Awka,Oyo,2013-11-19,High
1769,Adebayo,Bello,Male,1992-10-19,Enugu,Edo,2020-02-08,Medium
1770,Yusuf,Adeyemi,Male,1993-05-02,Awka,Oyo,2014-03-28,Low
1771,Yusuf,Adeyemi,Male,2013-01-03,Ilorin,Oyo,2021-09-11,Medium
1772,Sola,Mohammed,Female,1995-11-13,Benin,Edo,2010-12-25,High
1773,Zainab,Abubakar,Male,2008-05-28,Onitsha,FCT,2014-04-12,Medium
1774,Blessing,Okeke,Female,1985-05-27,Onitsha,Anambra,2022-01-04,Low
1775,Blessing,Sadiq,Male,2008-12-25,Awka,Edo,2015-12-18,High
1776,Ngozi,Abubakar,Female,2007-03-18,Awka,Enugu,2020-06-07,Medium
1777,Chinedu,Bello,Female,1996-03-12,Onitsha,FCT,2011-04-24,High
1778,Zainab,Adeyemi,Female,1974-03-14,Enugu,Edo,2011-10-10,High
1779,Tunde,Olawale,Male,1990-04-21,Onitsha,Edo,2010-09-21,Low
1780,Adebayo,Adeyemi,Male,1993-06-20,Enugu,FCT,2020-03-31,High
1781,Fatima,Abubakar,Male,1982-06-05,Awka,Edo,2018-02-04,Low
1782,Ibrahim,Sadiq,Male,1994-05-28,Awka,FCT,2014-04-11,Low
1783,Sola,Okafor,Male,1976-01-20,Benin,Edo,2024-03-28,Medium
1784,Chinedu,Okafor,Male,1990-04-05,Benin,Enugu,2013-12-07,Low
1785,Chinedu,Mohammed,Female,1982-10-04,Enugu,Edo,2015-06-29,Low
1786,Chinedu,Adeyemi,Female,1996-01-02,Abuja,FCT,2018-08-07,High
1787,Adebayo,Adeyemi,Female,2006-11-01,Ibadan,Anambra,2012-06-26,Low
1788,Adebayo,Bello,Male,1998-06-12,Abuja,Edo,2010-05-10,High
1789,Ibrahim,Adeyemi,Male,2006-05-19,Awka,Oyo,2012-07-26,Low
1790,Tunde,Sadiq,Female,1991-06-28,Lagos,Kwara,2020-03-07,Low
1791,Zainab,Adeyemi,Male,2010-07-23,Lagos,FCT,2012-03-25,Low
1792,Chinedu,Okeke,Male,1985-12-12,Ilorin,Edo,2020-11-06,Medium
1793,Blessing,Abubakar,Male,2014-11-10,Abuja,Anambra,2019-04-05,Low
1794,Yusuf,Mohammed,Female,2000-03-20,Enugu,Lagos,2010-01-15,High
1795,Blessing,Sadiq,Female,2004-06-09,Benin,Kwara,2015-07-31,Medium
1796,Ngozi,Bello,Male,1976-11-28,Ilorin,FCT,2024-07-11,Medium
1797,Blessing,Okeke,Female,1994-06-13,Ilorin,FCT,2019-07-21,Low
1798,Ngozi,Okeke,Female,2003-06-12,Lagos,Edo,2023-12-21,Low
1799,Fatima,Abubakar,Male,1996-06-16,Abuja,Kwara,2011-12-08,High
1800,Yusuf,Okafor,Male,1978-12-31,Ibadan,Kwara,2011-12-04,Low
1801,Blessing,Sadiq,Female,2000-11-05,Onitsha,FCT,2023-04-04,Low
1802,Fatima,Abubakar,Female,1989-12-26,Enugu,Anambra,2021-04-24,Low
1803,Sola,Okeke,Male,1980-06-09,Abuja,Lagos,2023-04-05,High
1804,Zainab,Bello,Male,1995-05-01,Benin,Edo,2025-01-21,Low
1805,Fatima,Abubakar,Male,2002-01-11,Ilorin,Anambra,2016-12-30,Low
1806,Zainab,Okafor,Female,1987-06-28,Awka,Enugu,2022-12-25,Medium
1807,Blessing,Okeke,Female,1997-03-30,Ilorin,Oyo,2018-03-06,High
1808,Tunde,Abubakar,Male,2005-09-04,Abuja,Oyo,2020-10-14,Low
1809,Fatima,Sadiq,Male,2003-02-22,Lagos,Oyo,2023-07-23,Low
1810,Yusuf,Okafor,Male,2006-04-30,Onitsha,FCT,2019-02-21,Low
1811,Blessing,Sadiq,Male,1991-11-01,Abuja,Edo,2011-06-01,Low
1812,Chinedu,Sadiq,Female,1978-07-03,Ibadan,Edo,2012-03-08,Low
1813,Adebayo,Sadiq,Male,1977-09-29,Enugu,Lagos,2011-04-30,Low
1814,Fatima,Abubakar,Male,1979-11-16,Enugu,Lagos,2020-01-23,Low
1815,Yusuf,Okafor,Female,2001-07-29,Awka,Edo,2017-06-04,Low
1816,Sola,Abubakar,Male,1974-04-02,Awka,Enugu,2011-03-19,Low
1817,Chinedu,Abubakar,Female,1995-04-21,Ilorin,FCT,2014-07-12,High
1818,Sola,Abubakar,Female,1974-12-18,Abuja,FCT,2012-10-10,Low
1819,Blessing,Okeke,Female,1984-04-04,Enugu,FCT,2012-08-20,Low
1820,Adebayo,Adeyemi,Male,2008-08-09,Lagos,Lagos,2011-07-27,Low
1821,Fatima,Olawale,Female,1978-08-30,Ibadan,FCT,2022-03-12,Low
1822,Fatima,Okeke,Male,2011-08-28,Ilorin,Kwara,2022-11-30,Medium
1823,Tunde,Okafor,Female,1995-06-06,Abuja,Kwara,2015-01-05,Medium
1824,Tunde,Olawale,Female,1998-03-05,Lagos,Kwara,2020-07-09,Low
1825,Blessing,Olawale,Female,2010-12-27,Abuja,FCT,2023-06-03,High
1826,Blessing,Olawale,Male,1984-11-13,Lagos,Kwara,2024-02-18,Medium
1827,Adebayo,Adeyemi,Male,1977-07-07,Benin,Edo,2012-03-26,Low
1828,Tunde,Abubakar,Female,2007-10-03,Onitsha,Enugu,2020-01-20,Low
1829,Yusuf,Mohammed,Male,2003-11-09,Abuja,FCT,2016-12-11,Medium
1830,Yusuf,Bello,Female,1997-10-25,Abuja,Enugu,2013-04-25,High
1831,Adebayo,Okafor,Female,2005-12-15,Benin,Kwara,2018-08-01,Low
1832,Yusuf,Mohammed,Female,1986-02-20,Onitsha,FCT,2024-12-08,Low
1833,Ngozi,Adeyemi,Female,2004-12-02,Enugu,Anambra,2011-07-09,High
1834,Zainab,Adeyemi,Male,1981-03-24,Ilorin,Oyo,2017-08-24,Low
1835,Adebayo,Bello,Female,2012-10-20,Abuja,Anambra,2023-06-22,Medium
1836,Adebayo,Olawale,Male,1978-01-22,Abuja,Oyo,2024-06-04,Low
1837,Ibrahim,Abubakar,Female,1994-11-10,Ilorin,Oyo,2021-02-14,Low
1838,Chinedu,Bello,Female,2010-07-02,Ilorin,Kwara,2020-04-23,Low
1839,Chinedu,Mohammed,Female,1992-08-19,Awka,Oyo,2021-10-12,Medium
1840,Ngozi,Mohammed,Female,1981-04-23,Awka,Oyo,2013-06-18,Low
1841,Tunde,Bello,Female,1982-08-08,Enugu,Anambra,2012-06-12,Medium
1842,Blessing,Adeyemi,Male,1992-08-08,Ilorin,Oyo,2015-12-13,Low
1843,Blessing,Okafor,Male,2012-02-11,Onitsha,FCT,2016-04-23,Low
1844,Sola,Sadiq,Female,1996-10-02,Ibadan,Enugu,2018-08-30,Low
1845,Ngozi,Abubakar,Male,2005-03-30,Enugu,Edo,2023-03-26,Medium
1846,Adebayo,Mohammed,Male,1997-11-06,Lagos,Enugu,2020-11-02,Medium
1847,Ngozi,Mohammed,Female,1974-06-13,Benin,FCT,2022-01-01,Low
1848,Ngozi,Bello,Female,1987-08-27,Ilorin,Edo,2013-05-23,Low
1849,Ngozi,Abubakar,Female,1998-10-02,Awka,Kwara,2014-12-23,High
1850,Chinedu,Bello,Female,2013-09-12,Benin,Edo,2012-02-06,Low
1851,Ngozi,Olawale,Male,1976-03-12,Abuja,Edo,2017-01-03,Low
1852,Zainab,Abubakar,Male,2005-12-02,Ilorin,Anambra,2011-07-27,Low
1853,Blessing,Olawale,Male,2000-11-24,Ilorin,Edo,2022-03-22,High
1854,Sola,Mohammed,Male,1991-10-23,Awka,Edo,2024-07-26,High
1855,Zainab,Adeyemi,Female,2003-12-28,Awka,Lagos,2016-05-21,Low
1856,Sola,Olawale,Female,2009-04-29,Ibadan,Enugu,2015-10-12,Low
1857,Ibrahim,Abubakar,Female,1987-02-05,Enugu,Anambra,2022-12-25,High
1858,Sola,Okeke,Female,2005-12-08,Awka,Enugu,2012-01-21,Low
1859,Blessing,Abubakar,Male,1995-02-19,Awka,Lagos,2017-09-12,Low
1860,Blessing,Bello,Male,1988-05-30,Awka,Oyo,2022-03-15,Low
1861,Ngozi,Olawale,Female,1982-04-25,Benin,Lagos,2019-09-25,Low
1862,Fatima,Okafor,Male,1994-07-01,Enugu,Oyo,2016-08-15,Medium
1863,Ibrahim,Okeke,Male,1991-12-21,Abuja,Enugu,2024-01-28,Low
1864,Adebayo,Adeyemi,Female,2002-06-09,Ilorin,Edo,2023-10-16,Low
1865,Yusuf,Sadiq,Male,1997-10-06,Ilorin,Anambra,2018-03-08,Low
1866,Sola,Bello,Female,2014-06-02,Awka,Anambra,2012-05-04,Medium
1867,Fatima,Bello,Male,1991-12-04,Onitsha,Kwara,2017-10-21,Medium
1868,Ngozi,Okafor,Male,1991-12-08,Onitsha,Enugu,2019-04-03,Low
1869,Chinedu,Sadiq,Female,2012-10-22,Enugu,Kwara,2010-07-13,High
1870,Adebayo,Mohammed,Female,1979-06-28,Ibadan,Edo,2024-03-04,Low
1871,Tunde,Sadiq,Female,1991-04-01,Awka,Enugu,2014-04-27,Medium
1872,Fatima,Adeyemi,Male,1994-06-27,Benin,Edo,2014-01-20,Low
1873,Chinedu,Adeyemi,Female,1990-07-09,Enugu,Oyo,2022-02-15,Low
1874,Ibrahim,Okeke,Male,2010-12-25,Enugu,Enugu,2012-01-17,Low
1875,Ngozi,Mohammed,Female,2000-01-28,Benin,Enugu,2023-08-02,Low
1876,Adebayo,Bello,Male,2010-03-24,Ibadan,Oyo,2018-06-15,High
1877,Adebayo,Olawale,Female,2009-02-19,Enugu,FCT,2022-12-24,Medium
1878,Adebayo,Adeyemi,Female,1989-04-13,Benin,Edo,2010-05-30,Medium
1879,Ibrahim,Okafor,Male,2009-06-17,Ilorin,FCT,2020-08-01,Low
1880,Sola,Okafor,Male,1975-04-17,Ibadan,Enugu,2023-05-30,High
1881,Tunde,Okafor,Female,1990-11-03,Ibadan,FCT,2023-08-18,Low
1882,Ibrahim,Abubakar,Male,2001-11-18,Lagos,Anambra,2024-08-07,Medium
1883,Yusuf,Mohammed,Female,2003-06-05,Ibadan,Enugu,2016-05-17,Medium
1884,Tunde,Mohammed,Male,1974-11-03,Ibadan,Lagos,2014-08-03,Low
1885,Blessing,Adeyemi,Male,2004-04-22,Benin,Oyo,2017-01-30,Medium
1886,Ngozi,Adeyemi,Female,1992-11-24,Abuja,Kwara,2016-07-17,Low
1887,Ibrahim,Okafor,Female,1992-02-20,Ilorin,Oyo,2011-11-05,Low
1888,Chinedu,Mohammed,Male,1980-02-10,Awka,Enugu,2020-02-19,Medium
1889,Tunde,Mohammed,Male,2005-09-18,Benin,Lagos,2013-09-22,Low
1890,Yusuf,Adeyemi,Male,2004-08-07,Lagos,Oyo,2018-05-25,Low
1891,Blessing,Abubakar,Male,1994-02-03,Ibadan,Kwara,2018-08-13,Low
1892,Sola,Olawale,Female,1994-08-01,Abuja,Kwara,2019-11-27,Low
1893,Chinedu,Olawale,Female,1989-10-27,Abuja,Lagos,2018-05-26,Low
1894,Tunde,Okeke,Male,1979-10-22,Benin,Kwara,2015-12-03,Medium
1895,Ngozi,Mohammed,Female,1983-04-18,Enugu,Anambra,2013-12-15,Low
1896,Chinedu,Bello,Male,2009-12-30,Awka,Kwara,2021-01-08,Medium
1897,Blessing,Olawale,Male,1993-11-07,Awka,Edo,2015-12-01,Medium
1898,Chinedu,Okeke,Male,1976-10-01,Onitsha,Lagos,2025-01-09,Low
1899,Zainab,Sadiq,Female,2002-09-30,Ilorin,Lagos,2024-03-07,High
1900,Fatima,Bello,Male,1988-11-04,Onitsha,Oyo,2019-03-08,Low
1901,Sola,Mohammed,Female,2000-01-19,Enugu,Kwara,2023-03-13,Low
1902,Blessing,Olawale,Female,2014-03-30,Ibadan,Kwara,2014-11-06,Low
1903,Chinedu,Abubakar,Male,1988-08-19,Abuja,Enugu,2022-06-11,Low
1904,Fatima,Sadiq,Female,1993-01-02,Lagos,Enugu,2014-08-30,High
1905,Fatima,Okeke,Male,1997-01-27,Ilorin,Lagos,2010-07-14,Low
1906,Chinedu,Olawale,Male,1999-06-23,Benin,Enugu,2024-07-20,Medium
1907,Ngozi,Mohammed,Female,2004-01-20,Ibadan,Oyo,2011-07-29,Medium
1908,Zainab,Olawale,Male,2003-08-31,Enugu,Edo,2017-03-14,Low
1909,Ibrahim,Adeyemi,Female,2000-03-14,Awka,Oyo,2022-10-31,High
1910,Zainab,Sadiq,Female,2009-02-10,Enugu,Anambra,2022-09-18,High
1911,Chinedu,Olawale,Female,2014-06-18,Ibadan,Edo,2011-01-24,High
1912,Sola,Okafor,Male,2014-12-08,Enugu,Anambra,2014-10-19,Low
1913,Ibrahim,Abubakar,Female,1995-11-27,Awka,Lagos,2011-10-23,Low
1914,Blessing,Adeyemi,Male,2012-07-03,Ibadan,Oyo,2017-10-03,Low
1915,Zainab,Adeyemi,Male,2005-10-24,Lagos,Oyo,2022-09-04,Medium
1916,Chinedu,Olawale,Female,2001-03-06,Onitsha,Anambra,2010-10-24,Low
1917,Zainab,Abubakar,Female,1975-01-29,Ilorin,Edo,2010-11-27,Medium
1918,Ibrahim,Adeyemi,Male,2011-04-16,Enugu,Enugu,2020-07-16,Medium
1919,Yusuf,Bello,Female,2000-01-21,Awka,Anambra,2023-07-22,Low
1920,Tunde,Sadiq,Female,2005-04-17,Lagos,Lagos,2013-07-08,Low
1921,Zainab,Bello,Female,1982-03-25,Abuja,Edo,2012-12-14,High
1922,Blessing,Okeke,Male,2010-05-10,Lagos,Oyo,2024-10-15,Low
1923,Blessing,Bello,Female,1987-04-03,Lagos,Lagos,2012-05-24,Low
1924,Adebayo,Abubakar,Male,1986-11-30,Lagos,Anambra,2020-08-02,Low
1925,Zainab,Okafor,Male,2008-02-22,Benin,Kwara,2023-03-31,Low
1926,Tunde,Adeyemi,Female,2010-09-15,Awka,Anambra,2017-05-09,Low
1927,Ngozi,Abubakar,Female,1981-06-18,Benin,Oyo,2016-10-25,Low
1928,Fatima,Adeyemi,Male,1993-09-09,Abuja,Lagos,2014-05-05,Low
1929,Tunde,Mohammed,Male,1987-09-05,Ilorin,Enugu,2020-06-04,Low
1930,Fatima,Okafor,Female,1975-04-21,Lagos,Enugu,2018-01-19,Low
1931,Fatima,Adeyemi,Male,1976-02-07,Awka,Oyo,2022-04-14,Low
1932,Yusuf,Bello,Female,1995-06-28,Awka,Anambra,2022-03-27,High
1933,Adebayo,Mohammed,Male,1981-07-07,Ilorin,Anambra,2023-10-06,Low
1934,Tunde,Mohammed,Female,1994-09-07,Onitsha,FCT,2014-02-11,Low
1935,Tunde,Okeke,Male,1983-05-20,Ibadan,Anambra,2012-01-16,High
1936,Yusuf,Mohammed,Female,1983-10-04,Abuja,Oyo,2017-02-25,Low
1937,Zainab,Mohammed,Female,1986-04-30,Abuja,Edo,2014-02-17,Low
1938,Zainab,Olawale,Male,1991-02-01,Enugu,Edo,2014-11-06,High
1939,Zainab,Okafor,Female,2012-07-11,Lagos,Lagos,2020-05-07,Low
1940,Sola,Bello,Male,1981-03-04,Ibadan,Lagos,2015-05-16,High
1941,Fatima,Abubakar,Male,2010-02-17,Onitsha,FCT,2014-05-15,Medium
1942,Sola,Bello,Male,1996-06-11,Abuja,Enugu,2023-02-02,Low
1943,Adebayo,Bello,Male,1985-01-14,Onitsha,Oyo,2016-12-08,Low
1944,Yusuf,Olawale,Female,2009-04-09,Enugu,Anambra,2020-01-07,Low
1945,Tunde,Sadiq,Male,1982-04-06,Lagos,Kwara,2011-04-11,Low
1946,Fatima,Adeyemi,Male,1993-02-06,Ibadan,Lagos,2015-09-01,High
1947,Sola,Adeyemi,Male,1978-11-25,Awka,Oyo,2016-09-09,Low
